,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,Class
0,1.0,0.7265773184180091,0.5228672243368919,0.4306419279439808,0.40404196572040973,0.3793389641645888,0.38913515515039876,0.4058614452277709,0.41386017388924756,0.3647986768244209,0.37948960323319625,0.361496083058654,0.19616185430155042,0.16791137567551573,0.13675636443508665,0.14212025056912125,0.12908632798217923,0.03333495074244297,0.08284798297438556,0.04702790943713353,0.008711799683879917,0.10117481190499689,0.0408101882035794,0.036437361794298795,0.1267520865219467,0.15972702645331083,0.1275555047066348,0.0,0.008685113079366147,0
1,0.8121734809901398,0.7145043251047412,0.6492961845901277,0.7724619470509708,0.7637404538276087,0.7568534147249864,0.7754057647345292,0.7326782239205443,0.7992643381286371,0.8001548357232195,0.7846254872955001,0.7043878187296571,0.3936847274908928,0.3668561924045548,0.3962210804002666,0.3873596506801391,0.4950054641270185,0.6682932586962806,0.5993794714574108,0.6566564750825421,0.6663025440600734,0.7886948318952705,0.7879757523731996,1.0,0.2735758387325973,0.07945423147268116,0.034563914643257476,0.0,0.039189344921368274,0
2,0.18218290479597954,0.0,0.09517517217090443,0.1550342203235715,0.11400078729280949,0.04132073376651846,0.161995034960988,0.15309035206507104,0.07177296253044574,0.1463192145408314,0.41784705263688693,0.47647149397326416,0.8452169708462307,0.806742156797263,0.49960657059808256,0.8335238469964708,0.8272537016572983,0.7426767378004726,0.5445967895558965,0.7532596708427874,0.6790644294700314,0.700861008893142,1.0,0.774371316795893,0.7406273027357457,0.9415279284684459,0.904296545850201,0.7531919772876066,0.5155082159806881,0
3,1.0,0.94487591227454,0.8987255970334331,0.7661158947832263,0.5338644000321295,0.38087882425546127,0.38637060813346125,0.2402696127913373,0.369816054879081,0.23623653357165608,0.32380348417368054,0.19274167758725014,0.0,0.08733089571335029,0.547498677821082,0.5545624237053488,0.5589206458777056,0.5545085613137388,0.5541506867072599,0.5547007143712648,0.55436879687106,0.5547007143712648,0.55436879687106,0.5547007143712648,0.5965004428903171,0.5876145860811732,0.5922141817457316,0.5909895299745926,0.5921229394142244,0
4,0.028809765711088176,0.0729515095657085,0.062468142863245646,0.0,0.004040657326161323,0.03735769362952013,0.08574247339549146,0.10731931173439335,0.14097182420336907,0.3771096954047053,0.3849396922099011,0.4260061372878994,0.44649033340933286,0.46244029573106715,0.5008151724530947,0.6149069951553692,0.7176254499514378,0.7367650014895801,0.7183769200942969,0.9694314110383324,0.9711562945210019,1.0,0.8908881119540872,0.8312214851610875,0.8369585989902895,0.8589238592580095,0.9038373670683626,0.9406150347164086,0.9323612425455998,0
5,0.55508843462394,0.6546983509655888,0.8168572826675131,1.0,0.9075893399225663,0.7753357597345598,0.8729128582479575,0.5845229745885661,0.4261725314140392,0.4938333135845312,0.4322516627639743,0.48991375016279903,0.605617066693668,0.6085363506788042,0.5649618966662047,0.4737942962264867,0.4990641614112974,0.33873831595627735,0.28908163534049436,0.22827625135573726,0.12268561536362199,0.1541277835847552,0.22311698241702516,0.18030030275551212,0.14100183621513906,0.0,0.1480212322039165,0.3090319378004267,0.2143938401645471,0
6,0.9158894644115207,1.0,0.9064294646578901,0.9714002586487425,0.9502199916193348,0.8220687435592993,0.8337618893700807,0.7274652303525357,0.713740306653392,0.5338516684189756,0.5141667004000539,0.45665330552841965,0.29402303018517273,0.3334997630283709,0.16149681218769274,0.23367262910915088,0.19271507045439762,0.15656786166171344,0.22933748979099278,0.2481635293319755,0.2554627313211313,0.21636232194660465,0.19114447048400507,0.20889259773261415,0.12005791974929991,0.054980541917089454,0.11933786813982294,0.11597948628313759,0.0,0
7,0.6462903483673301,0.7441959641304265,0.8560399209833918,0.8500881473220261,0.8535138508303248,0.8399981438776933,0.952669817196437,0.964402596162472,1.0,0.9847649305453388,0.9957882194364913,0.977166219766076,0.2602600886027062,0.14871280419444588,0.17494943207478286,0.1524778351324585,0.14972535924829344,0.11826288956601161,0.3809425135257811,0.44498926143029394,0.4945424153425222,0.44880932097359505,0.489112503682378,0.5438963761306184,0.11915653059475062,0.006195085810588807,0.14372985326164667,0.0,0.05734930751424372,0
8,0.589506447311777,0.638339735288497,0.60087012228135,0.6808267816068678,0.6034966178716559,0.6664583739445504,0.7218704686879107,0.9083371445325668,0.9945944593219451,0.9484171253266425,1.0,0.8661449856318484,0.4267454993840829,0.3993811988943321,0.38272653441498505,0.6361128677274621,0.50103601527249,0.5511682112354777,0.4555602267055292,0.48099394944384244,0.500853607324558,0.4652091634828821,0.3860645931141278,0.3593955382762033,0.047657587099593,0.07206152613269978,0.2694049942062122,0.04225623682799551,0.0,0
9,1.0,0.8079033063845884,0.39776866504564623,0.213681059391007,0.15783892182975023,0.1503978514026869,0.11218602670999189,0.21433472395790432,0.542816814214973,0.4996557669457786,0.5591330521002078,0.7188091233746263,0.36473854927288585,0.43327237332724167,0.44040171094414404,0.3282267196218811,0.12484328908101361,0.0,0.1282420397957651,0.2016538852886356,0.35215262918853796,0.5859324415322646,0.493131539490264,0.4576833703162606,0.2110916118111561,0.20335948558698647,0.2419850059140174,0.25819612995223906,0.44047589597261094,0
10,1.0,0.973595931609367,0.9482837654614116,0.8393541816343486,0.912741276145681,0.8816000958492225,0.8446208269926672,0.6377423650874618,0.7077261583741574,0.6853723134733514,0.7246759741018138,0.6610640185910768,0.11161079453330558,0.13936285070991516,0.11569548406137642,0.0,0.02816485599396401,0.10480365034794659,0.05120059858177228,0.3363072763488901,0.3826850503884316,0.39158682873815565,0.36694572805754433,0.40554993776171955,0.444344785280947,0.3818470573389732,0.45890094607392484,0.5406844459799913,0.5654294161555811,0
11,1.0,0.8241696791069444,0.8301023491713693,0.8550225384999521,0.8861175020582834,0.8543755337154835,0.8639405229608883,0.8405048313501595,0.8550287903255764,0.785234387268531,0.8537931145006894,0.8458484066504468,0.3868721078944759,0.40139649370780717,0.46059275849503933,0.4578419001966836,0.4789109452163416,0.4899484204917144,0.4924604259132366,0.5521841803299594,0.5463577761560714,0.24358379701308763,0.21398207849105688,0.21448768032323073,0.031203986813977735,0.0,0.0754259517612752,0.09451935856910154,0.11275628363492274,0
12,1.0,0.8249156817048799,0.9210828098967454,0.9066178350088592,0.8768431683792244,0.5629824623632658,0.5641194030689292,0.6361179886470438,0.4239806737397487,0.4709122801068304,0.4396712001613423,0.549318115191511,0.3000286613532239,0.37071992071699356,0.4057480237814275,0.26730111301060333,0.30238073998987147,0.3592108338428943,0.4280243627385403,0.4591638815645638,0.08000141304725616,0.10787791167871319,0.0,0.006600540583946213,0.7417624055905208,0.6394680785088269,0.6199353002772057,0.7639541420990383,0.7737249038112566,0
