,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Class
28,43531.402,46206.477,46312.676,43446.125,42579.375,41726.043,40608.203,39482.797,40029.543,38515.85,45741.75,46720.902,40616.26,43288.8,42152.074,39039.61,40614.812,42315.555,45094.25,43295.617,43073.273,41632.69,45876.543,39686.273,41411.473,45009.14,43011.977,0
29,45644.47,45367.594,42047.504,39727.04,40645.855,36556.766,40766.715,38033.516,41458.688,39748.39,40837.547,38832.32,37527.145,43153.156,38922.02,39015.94,40092.227,37331.637,41646.082,43619.04,38318.8,32638.959,45037.32,39316.387,40200.152,36009.305,42220.03,0
30,39244.008,41812.367,44180.785,37780.703,40133.61,37444.59,40979.63,43316.086,40387.586,38800.63,44396.496,44964.637,42243.19,43678.57,43365.645,43173.742,41942.145,41346.484,41775.49,40665.484,38818.99,40042.83,42681.277,39971.285,45789.418,42626.684,46328.234,0
31,36463.492,35331.125,38449.32,37946.688,40908.633,38092.867,45627.133,39992.87,41398.73,36005.77,40469.137,39339.016,41926.844,44551.945,44886.812,43419.09,41284.61,38159.973,41358.664,37131.2,39234.67,34675.39,42407.535,40634.91,42036.477,43229.68,40987.758,0
32,37282.664,40840.812,42057.72,34763.32,35799.715,36561.906,37707.188,31305.012,28548.867,26346.89,34753.11,29913.053,32260.258,31433.111,29249.896,37692.863,32272.291,40464.863,36086.387,33728.41,37922.234,40786.883,39692.86,36734.523,41676.58,35974.824,34850.805,0
33,36262.055,39871.56,38445.938,43953.45,41352.25,42795.207,42149.38,38126.254,34730.72,38586.734,40991.77,38873.566,41606.555,38751.055,35887.117,38483.664,40832.96,38613.426,37747.598,38770.668,35749.363,38696.87,41967.438,36036.953,34889.793,39478.707,32966.74,0
34,39371.043,39706.93,40935.13,36153.887,39528.293,33712.125,34158.6,33814.484,31136.123,32749.438,37121.395,34623.047,35593.13,40937.68,38011.777,37536.656,39188.76,36041.203,35080.69,40447.965,39089.2,33636.7,41330.016,37803.434,37479.16,33185.91,34761.703,0
35,37886.63,41517.11,43967.492,42179.27,42225.598,37704.926,36652.945,35509.72,37228.535,38538.875,39348.855,37780.605,42284.22,38981.562,38511.688,41620.824,41186.414,41417.39,43284.742,42292.094,43013.02,37799.28,39707.723,40349.152,42704.902,40621.055,37755.266,0
36,38768.3,39847.55,43917.094,42304.543,43795.027,39401.7,40635.57,42736.28,40008.43,36388.906,40888.492,39634.48,42603.64,35447.85,38437.75,39892.023,40542.535,37677.19,36111.117,38175.426,38822.73,36998.707,41528.63,33712.965,40244.016,39784.035,42378.938,0
37,42094.836,41573.027,44108.19,43452.973,42609.977,41692.176,39272.246,42837.59,39446.145,39731.79,42025.945,38265.664,44384.41,44165.105,44154.293,41431.242,37105.395,44490.36,43633.004,43024.754,37545.355,37885.016,43117.414,38736.957,42920.54,42024.688,36948.727,0
38,40043.594,40974.434,39386.56,40305.117,44126.043,41896.305,43506.77,47630.477,46888.254,39988.05,42485.215,35923.43,37852.918,38275.754,42685.07,41818.29,36526.812,33230.184,39082.4,41955.812,42701.52,38826.266,38866.363,41050.13,40784.277,43543.27,41815.94,0
39,42634.75,42694.83,39765.223,40598.094,44088.215,43322.64,38960.76,40602.484,39604.367,37390.074,37493.77,28372.803,30716.768,41077.906,50589.7,38323.934,35653.527,30377.393,28210.693,40430.098,46991.805,43438.5,43594.906,44178.027,41954.754,0.0,0.0,0
40,45125.082,45666.207,51487.066,46084.473,43807.906,44976.293,44907.926,41851.906,43320.914,40192.395,43656.73,39283.832,43270.36,44799.44,44475.664,44498.566,44194.383,48070.99,48937.582,43995.664,41708.08,41821.824,52420.45,45957.582,44078.98,38773.63,38486.03,0
41,39227.11,41933.83,41386.867,39619.72,37190.668,38079.617,37716.547,36856.99,34720.457,32293.6,38415.52,37050.785,36511.016,33067.598,34464.89,33093.7,33308.56,38081.33,34243.93,37630.742,35769.383,35093.754,40144.55,35654.637,38628.227,38861.65,35491.61,0
42,41796.824,41735.887,38700.53,37305.57,38185.734,43107.668,42154.188,41989.074,42205.15,36040.44,36626.535,36233.707,43793.184,43057.92,44120.453,37903.164,40912.69,44956.793,48857.746,45665.074,38705.387,40484.434,41931.504,40267.945,47048.246,43684.297,49388.727,0
43,42354.99,41486.625,37692.004,40912.062,39742.484,41360.727,40332.52,38357.566,39409.594,36998.67,40695.64,38217.547,38790.27,39184.723,39766.133,40071.176,36982.785,40677.484,40745.39,36308.934,37319.844,37828.617,42190.027,41513.387,41065.78,37891.305,39233.582,0
44,35327.098,33029.047,36690.406,33143.863,31547.287,35393.812,36075.27,39435.28,36402.016,33599.37,38210.266,35727.164,33555.734,34076.613,33068.844,33962.113,33765.4,34617.805,34200.01,32913.21,33604.08,34588.17,39303.805,40280.168,35253.8,42455.51,40402.906,0
45,35385.06,36337.535,37328.086,38761.85,36794.93,35333.94,36337.316,40298.195,39405.348,36121.42,38443.84,41877.707,46938.773,58123.25,61785.113,67528.945,47839.65,27358.912,29334.771,32836.99,52645.38,60558.047,46734.105,32268.355,34459.605,47162.49,45450.027,0
46,42772.84,46043.277,46313.98,47840.055,48507.32,48360.105,42490.582,41526.496,46031.895,45879.12,49471.707,43707.418,46219.223,47367.16,45269.97,43860.426,49658.035,44997.367,48575.25,47397.5,44354.06,38506.51,41732.78,39762.17,44390.95,44074.426,40969.816,0
47,43701.805,45668.188,43094.715,42200.594,42232.35,40198.535,45055.258,49492.7,46304.855,41083.242,46066.637,42398.027,50728.434,50745.28,54767.88,51356.703,47708.566,47414.117,48295.582,49300.562,41734.43,42845.07,49260.293,45945.8,50641.297,45617.098,45738.094,0
48,37132.902,36851.5,37756.168,37819.867,41304.32,38819.715,36463.73,36766.18,39223.293,46776.117,45293.17,42722.01,41800.24,43377.543,42280.24,39240.426,44262.812,38200.414,42199.61,40176.004,46091.664,41682.242,40363.082,41381.57,34769.625,28706.645,31695.934,0
49,41511.93,43707.242,43954.85,42475.277,40360.562,44370.94,38920.484,42263.668,40435.26,40286.18,40927.746,42522.387,44152.33,42263.453,43105.51,42094.316,40954.336,39571.0,40924.59,41150.746,40257.83,39909.082,46621.03,43564.816,43698.723,50296.492,48331.78,0
50,37507.656,37422.31,37886.95,35169.344,38893.785,38054.473,34006.55,30621.518,42707.09,38482.188,35933.473,43538.105,44102.59,37853.81,41878.91,43884.555,39123.637,40134.527,42626.71,42019.69,40327.242,35157.562,41044.17,34748.22,46995.113,43978.992,37632.332,0
51,38632.445,41199.05,36390.9,35181.73,35364.07,38681.59,37385.04,40149.75,42918.17,38677.56,44766.414,40351.527,39793.727,42772.254,42360.387,43712.973,37011.15,39692.78,44244.582,45897.797,44008.473,43208.15,42380.547,42636.094,41214.5,38183.44,38245.344,0
52,34578.61,40142.465,37102.395,34137.305,45654.547,47454.074,37511.113,29103.607,39985.27,35516.32,37940.297,37060.992,42222.47,44031.266,39599.84,32573.674,39363.754,39343.418,42625.492,39709.246,38780.12,38396.508,44490.465,44038.176,41420.004,43272.375,40661.234,0
53,40814.273,42067.082,42291.48,42920.406,39236.258,39589.242,40274.855,41464.348,45242.684,40858.305,41408.906,41045.715,40889.656,42427.71,39505.37,38702.453,39018.004,39685.617,37682.137,36018.613,35321.723,32503.441,41656.395,41477.746,43721.414,45664.28,41060.24,0
54,43285.777,40445.69,39371.4,39843.19,48655.6,39028.58,39987.027,47584.34,40075.395,38876.145,44899.562,41299.594,42709.203,37097.17,42800.52,39369.0,42170.734,39000.496,45110.93,39783.36,45879.242,35560.16,37531.855,42089.27,45020.71,43326.33,45407.184,0
55,41725.176,52555.83,46621.45,44379.01,44704.637,40991.6,41760.19,45740.895,43739.324,38084.1,43566.164,44139.336,44563.562,48783.48,47502.062,43259.76,42945.637,45233.848,38213.508,48023.715,39039.652,52681.08,47349.99,45111.598,43303.734,40687.742,39807.69,0
56,34720.066,36579.754,37170.08,34877.734,35102.97,45407.21,33864.152,32048.48,31811.613,29341.395,32229.457,30063.877,33243.75,33597.055,32120.352,34250.457,34934.555,58685.047,35546.89,34620.395,32086.988,30621.99,33176.19,31339.467,35694.44,37964.625,32249.922,0
57,42835.754,43064.523,35584.43,35729.69,35338.04,33438.53,30132.299,37868.844,38265.234,36079.47,39447.926,36643.027,39451.277,40600.64,34450.945,35188.875,39266.723,34282.918,34084.84,37499.24,36072.336,35942.027,42417.15,34862.69,32433.613,40947.71,41811.98,0
58,45501.027,42568.5,40429.29,41004.28,41007.637,41064.965,43090.457,40386.145,37298.574,34680.81,44711.15,42872.8,40710.895,42686.523,40233.402,41414.03,40449.2,35457.305,36119.87,36163.37,38564.35,37236.965,39257.145,34845.84,36702.207,33282.48,40549.1,0
59,44238.53,38066.81,40921.73,35955.336,41225.203,41134.85,42040.836,38710.094,35506.137,37547.477,41611.754,42294.258,47288.543,46199.543,45009.027,40434.695,44331.887,37174.47,40833.395,43234.46,41269.16,36584.496,42790.984,41312.715,40325.73,39569.645,42926.965,0
60,43356.668,42608.145,41371.82,40248.03,40127.117,42520.62,41262.4,38448.457,42520.273,36965.277,40201.78,40866.09,41974.883,35993.902,35406.305,31649.814,33565.367,35681.516,39157.406,37891.445,39736.004,34549.348,37851.11,40931.25,40122.21,51184.203,50935.41,0
61,43817.18,39500.29,43286.938,45679.883,42922.24,43268.28,41000.465,42759.45,42844.152,37561.62,43740.363,40611.035,46509.805,41158.38,38092.727,41588.945,42477.383,42403.836,46333.543,42391.76,38539.883,36408.805,43695.64,42645.562,42558.22,40329.11,39326.695,0
62,35524.805,33962.633,33092.85,36625.043,31278.383,27006.402,23758.586,29053.299,36957.633,36783.668,43344.746,37567.54,33212.695,30745.174,43683.11,28197.438,25663.107,28682.463,33641.27,35441.773,31157.95,28354.139,44062.08,33603.54,36543.586,33162.535,33155.906,0
63,36189.887,38948.48,40319.96,37559.19,35507.61,39267.47,37218.24,39006.035,34455.23,37297.25,37705.816,36008.35,42914.453,35257.3,36171.668,39568.598,37757.93,41237.203,32680.094,36354.195,35759.914,31452.432,39582.492,29880.81,34046.066,30470.678,28530.068,0
64,34944.79,31928.02,35896.12,35541.67,40543.2,37070.01,34949.3,35115.82,37795.64,37649.16,40615.79,31517.121,37355.2,36307.7,39661.668,33717.527,33194.766,39432.785,36952.797,39179.77,32197.945,31807.604,34571.113,34951.7,38578.523,39154.94,33060.168,0
65,29601.91,24118.096,29422.938,26490.574,25391.754,27750.586,29303.008,26793.623,26037.691,26704.262,27055.332,25913.723,26982.545,35934.695,37733.48,34695.492,33575.016,35339.496,41145.074,36747.707,33739.55,32149.713,39051.633,39882.918,36118.105,37133.387,36920.04,0
66,35490.1,38279.332,44504.8,51160.6,27153.203,28998.143,36453.656,57324.664,40002.082,38567.305,37775.87,54508.01,35856.414,35166.93,42066.383,42308.11,33248.156,38621.21,37263.59,42643.78,50008.12,36412.582,38128.777,41389.992,41373.883,44872.07,38694.477,0
67,40190.945,43732.5,39475.477,36853.926,40003.664,41784.594,42319.836,40766.465,37066.496,40055.78,44944.62,38175.848,34291.8,34292.027,35711.395,35211.914,32793.96,40826.266,38866.277,35251.44,36865.023,36377.945,37544.242,32929.066,43268.824,41412.234,30996.988,0
68,45979.523,44621.438,40173.062,45566.87,43080.09,42988.09,43600.97,44638.266,42693.01,40084.34,42498.64,38868.098,41789.305,40860.4,43837.195,41706.047,49912.51,50621.395,44583.05,41132.582,49812.348,44476.098,44462.926,39172.14,42054.152,40594.71,38067.996,0
69,34528.0,37824.95,40006.715,37993.7,36578.03,38259.68,36323.45,40355.68,43006.273,37921.918,42967.555,37919.406,39901.797,42109.586,45633.547,41478.45,43457.746,45147.695,40397.496,36465.324,44854.57,41979.246,41810.664,40166.977,38613.312,39534.516,40376.773,0
70,41775.734,39763.824,42301.484,50715.25,47734.86,42255.68,45524.707,48699.16,40589.07,39788.082,47923.24,41519.21,42674.15,45990.734,48014.492,45854.203,43304.21,37294.06,39934.66,43608.863,39733.86,39965.703,41527.914,43420.484,36959.867,38407.023,43469.27,0
71,37476.535,35676.04,35316.957,39077.777,38549.246,38555.99,39096.484,34528.035,37932.348,36768.5,37698.52,42681.63,39172.285,34204.734,35971.203,42171.094,37909.555,46094.83,38213.8,39201.367,36055.277,35943.258,35382.438,38678.08,34267.984,43431.273,40233.824,0
72,40937.715,39592.137,38513.484,35736.668,36835.08,40197.402,42544.62,39227.414,37583.184,35267.707,43132.344,47900.863,39551.367,41256.15,36727.047,41218.996,40616.06,42305.41,43546.004,38863.406,41973.727,42606.062,47997.195,43227.492,37445.25,34515.695,38651.05,0
73,38312.9,31036.104,34534.523,42238.04,38222.402,33723.395,35404.516,33377.12,27328.01,31840.59,45347.32,35855.555,38660.63,41063.613,31143.44,36522.67,39507.105,30963.629,32835.105,34250.887,34309.887,35994.516,41120.324,39222.336,42165.72,44488.5,42527.457,0
74,34867.293,33756.46,34872.41,34947.477,37283.836,35782.98,36145.777,36838.28,36098.816,34637.816,36172.82,32556.895,35654.656,36542.246,37151.094,32734.176,33503.99,36174.824,36735.45,33349.785,31804.643,31508.654,38773.566,35505.883,37873.76,40847.94,46491.93,0
75,44614.203,49705.242,45533.41,39547.305,43243.332,42849.69,42489.535,39138.08,47026.324,42397.09,40179.508,37444.42,39870.77,44088.36,38842.137,39730.574,43212.008,40119.996,41345.5,37677.418,38669.39,37962.527,41279.3,38427.98,42478.258,43334.71,45417.76,0
76,38160.312,31861.041,34197.1,40476.72,37709.297,36724.22,37191.875,36186.152,35811.812,31487.172,38524.34,31838.275,32259.541,35854.836,31320.766,33756.44,36160.18,33478.938,32730.979,34046.035,37294.562,33962.613,43621.38,38804.664,38295.363,31978.113,33348.52,0
77,34972.453,38838.523,44163.848,40607.594,40547.793,41740.582,41124.605,35501.375,34355.418,30361.564,34375.184,35168.234,33305.324,33659.99,35503.582,36934.51,35492.4,33537.895,35987.2,34436.47,32588.648,30991.686,34264.133,37105.723,37260.43,30492.023,29568.738,0
78,41204.03,46099.18,39391.098,39499.84,40588.227,40145.562,46917.71,39038.84,40191.152,41915.01,44874.277,39494.2,41743.95,38253.984,38450.668,35640.38,29664.838,31561.71,40873.49,45177.867,43244.996,38126.086,42525.395,39381.11,45285.508,40655.688,36847.977,0
79,38630.85,38547.484,39832.01,46959.848,44582.56,40051.15,38129.438,36254.516,35089.91,39012.395,42242.184,37396.684,35432.64,41166.355,39911.613,42394.016,39808.824,44375.88,40312.297,39546.555,41087.547,37604.45,39936.652,35629.098,37343.51,36007.992,39541.258,0
80,40086.36,39925.863,38511.645,38939.027,37804.652,35658.703,40119.75,41407.2,37902.973,36639.508,36365.734,38751.355,38131.074,37671.68,38033.773,36559.176,37767.87,38369.92,39393.746,38635.93,35940.28,40067.3,41843.49,41248.9,41026.133,32238.041,31590.738,0
81,41465.508,39154.23,35656.15,38876.53,42628.09,40055.625,39763.52,39814.926,43995.875,49929.85,47023.492,33625.49,36136.184,37797.586,35955.754,38331.688,38923.562,39815.844,37121.125,37359.848,39888.35,44788.137,42206.36,36292.65,38426.406,37634.305,41389.242,0
82,37098.76,38664.188,36335.16,35731.953,39791.938,39306.625,37219.152,39929.605,36593.453,34715.812,35089.133,36043.816,38179.38,37944.08,32867.414,31831.062,36759.965,37647.223,36812.645,40336.6,44642.64,40153.707,39065.4,34256.594,33085.95,31540.594,33884.074,0
83,40141.727,38919.207,38011.61,38483.19,42169.727,42483.883,39800.836,38283.63,43277.87,40728.176,44694.406,43921.67,43125.68,37288.465,41310.703,35780.305,35300.75,38644.043,42652.926,43342.156,40973.42,38960.477,41623.293,37321.01,43474.926,45668.617,38904.047,0
84,38867.727,43830.54,44067.086,39618.35,44798.348,36145.953,37316.805,34674.64,39829.723,45284.09,32177.246,34408.652,30231.14,32096.121,30184.246,25736.361,36052.79,36101.203,37048.027,40081.88,39723.63,39917.867,50468.42,45418.777,43294.055,34797.86,31924.082,0
85,55576.625,54608.89,50722.69,53315.45,46051.215,49442.9,57408.87,48742.16,48876.63,51242.21,56934.074,60167.49,41218.16,40587.7,57796.38,52022.137,46640.277,40808.324,43455.457,44024.297,45134.33,55928.83,51199.22,50074.996,54931.777,52769.99,50616.04,0
86,39093.86,41522.664,40677.59,40033.96,36440.61,36601.7,40411.426,35626.246,40976.812,41484.633,38283.324,30215.498,32946.637,45967.895,40630.027,32809.79,32173.39,28142.314,36124.727,30405.285,27364.523,33409.33,44666.82,45059.223,32922.78,34457.516,32607.785,0
87,31732.018,29938.66,30526.404,35911.234,33898.062,33276.145,28905.67,31938.984,42592.145,38028.96,34898.742,29795.38,30037.889,36588.31,35811.617,32977.066,26928.875,35437.49,40117.48,33546.574,35477.39,35612.7,40305.387,27128.709,40603.348,40430.98,30586.754,0
88,32925.227,23075.193,9790.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53336.188,15126.136,13555.289,11518.042,0.0,0.0,37185.984,37764.805,37036.465,34948.11,40640.8,43663.53,41624.26,35389.555,37834.71,44418.21,35896.227,0
89,38368.52,33269.11,36690.11,36071.66,39867.094,37011.03,33897.055,38702.1,36701.883,33039.727,42966.094,34004.08,44419.34,36288.008,34707.4,31409.736,28157.158,44147.562,40510.035,36076.31,37304.75,30768.021,45379.734,32155.225,29515.846,22393.373,27952.36,0
90,35536.965,34667.477,32418.41,35053.293,35454.0,35905.67,36455.52,35816.098,32388.646,33719.543,39291.332,35729.57,37702.164,35280.426,39760.12,41730.35,36123.83,37833.16,35395.25,37603.188,39932.855,33716.414,35129.812,36955.97,35092.23,35037.773,37461.086,0
91,32180.562,31240.469,38832.098,43774.59,31654.332,32601.814,29389.486,30816.113,39141.867,52356.35,33739.426,29153.932,29838.125,37028.434,36046.875,48117.887,36338.895,32878.977,38745.258,35492.406,27866.104,43207.207,30167.408,33814.316,27487.943,29801.748,37499.457,0
92,42112.51,39053.445,33523.383,36299.965,34358.188,36751.59,34670.77,32460.42,32799.1,29008.787,34747.18,31861.371,35054.453,39920.21,38632.004,37056.93,33503.844,33544.367,37449.96,32924.22,32544.33,32414.79,39897.984,36829.676,34736.117,32231.674,35294.875,0
93,36856.51,40077.582,40597.94,41051.156,42028.535,41410.707,41824.18,41614.453,38178.73,38051.066,44256.78,40471.12,36872.223,44765.33,41657.477,39083.973,40470.176,41849.496,42317.926,44377.0,41786.812,41138.234,42644.457,39531.25,42540.324,41947.348,37155.074,0
94,37140.297,39821.273,43250.707,43786.78,43841.69,37475.24,36005.516,37726.098,40913.24,39083.695,40616.92,39411.887,42191.67,37425.145,40180.14,37084.043,41265.64,37954.793,41048.445,35909.89,38176.72,41989.047,48839.71,34557.207,36344.133,33818.496,36757.945,0
95,46685.3,41591.188,47332.777,47253.41,39220.59,40078.395,47014.05,45403.945,42389.906,44271.195,50887.49,36945.17,42768.387,44037.168,45828.812,40827.156,42465.297,38253.406,44605.066,40969.27,38272.223,40038.34,47701.293,35536.38,39523.71,35743.39,45122.53,0
96,36895.598,38498.668,37113.586,35107.914,36597.547,38367.914,39789.42,39015.59,34441.4,28637.996,39698.117,38407.99,35501.484,36146.88,43326.816,38306.355,41925.52,43658.555,31474.607,34429.9,39996.62,40998.83,42760.957,38338.418,36326.793,39518.125,40337.164,0
97,38312.9,31036.104,34534.523,42238.04,38222.402,33723.395,35404.516,33377.12,27328.01,31840.59,45347.32,35855.555,38660.63,41063.613,31143.44,36522.67,39507.105,30963.629,32835.105,34250.887,34309.887,35994.516,41120.324,39222.336,42165.72,44488.5,42527.457,0
98,36612.938,32998.6,50073.492,41739.39,38434.277,39788.695,43740.574,37831.008,45417.836,50603.01,50714.6,38056.73,37358.27,40228.59,36857.6,38572.12,39862.496,37764.17,37455.043,37542.523,36464.184,38603.67,42795.094,38144.55,39922.754,37422.7,41856.41,0
