,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Class
35,37704.926,36652.945,35509.72,37228.535,38538.875,39348.855,37780.605,42284.22,38981.562,38511.688,41620.824,41186.414,41417.39,43284.742,42292.094,43013.02,37799.28,0
36,39401.7,40635.57,42736.28,40008.43,36388.906,40888.492,39634.48,42603.64,35447.85,38437.75,39892.023,40542.535,37677.19,36111.117,38175.426,38822.73,36998.707,0
37,41692.176,39272.246,42837.59,39446.145,39731.79,42025.945,38265.664,44384.41,44165.105,44154.293,41431.242,37105.395,44490.36,43633.004,43024.754,37545.355,37885.016,0
38,41896.305,43506.77,47630.477,46888.254,39988.05,42485.215,35923.43,37852.918,38275.754,42685.07,41818.29,36526.812,33230.184,39082.4,41955.812,42701.52,38826.266,0
39,43322.64,38960.76,40602.484,39604.367,37390.074,37493.77,28372.803,30716.768,41077.906,50589.7,38323.934,35653.527,30377.393,28210.693,40430.098,46991.805,43438.5,0
40,44976.293,44907.926,41851.906,43320.914,40192.395,43656.73,39283.832,43270.36,44799.44,44475.664,44498.566,44194.383,48070.99,48937.582,43995.664,41708.08,41821.824,0
41,38079.617,37716.547,36856.99,34720.457,32293.6,38415.52,37050.785,36511.016,33067.598,34464.89,33093.7,33308.56,38081.33,34243.93,37630.742,35769.383,35093.754,0
42,43107.668,42154.188,41989.074,42205.15,36040.44,36626.535,36233.707,43793.184,43057.92,44120.453,37903.164,40912.69,44956.793,48857.746,45665.074,38705.387,40484.434,0
43,41360.727,40332.52,38357.566,39409.594,36998.67,40695.64,38217.547,38790.27,39184.723,39766.133,40071.176,36982.785,40677.484,40745.39,36308.934,37319.844,37828.617,0
44,35393.812,36075.27,39435.28,36402.016,33599.37,38210.266,35727.164,33555.734,34076.613,33068.844,33962.113,33765.4,34617.805,34200.01,32913.21,33604.08,34588.17,0
45,35333.94,36337.316,40298.195,39405.348,36121.42,38443.84,41877.707,46938.773,58123.25,61785.113,67528.945,47839.65,27358.912,29334.771,32836.99,52645.38,60558.047,0
46,48360.105,42490.582,41526.496,46031.895,45879.12,49471.707,43707.418,46219.223,47367.16,45269.97,43860.426,49658.035,44997.367,48575.25,47397.5,44354.06,38506.51,0
47,40198.535,45055.258,49492.7,46304.855,41083.242,46066.637,42398.027,50728.434,50745.28,54767.88,51356.703,47708.566,47414.117,48295.582,49300.562,41734.43,42845.07,0
48,38819.715,36463.73,36766.18,39223.293,46776.117,45293.17,42722.01,41800.24,43377.543,42280.24,39240.426,44262.812,38200.414,42199.61,40176.004,46091.664,41682.242,0
49,44370.94,38920.484,42263.668,40435.26,40286.18,40927.746,42522.387,44152.33,42263.453,43105.51,42094.316,40954.336,39571.0,40924.59,41150.746,40257.83,39909.082,0
50,38054.473,34006.55,30621.518,42707.09,38482.188,35933.473,43538.105,44102.59,37853.81,41878.91,43884.555,39123.637,40134.527,42626.71,42019.69,40327.242,35157.562,0
51,38681.59,37385.04,40149.75,42918.17,38677.56,44766.414,40351.527,39793.727,42772.254,42360.387,43712.973,37011.15,39692.78,44244.582,45897.797,44008.473,43208.15,0
52,47454.074,37511.113,29103.607,39985.27,35516.32,37940.297,37060.992,42222.47,44031.266,39599.84,32573.674,39363.754,39343.418,42625.492,39709.246,38780.12,38396.508,0
53,39589.242,40274.855,41464.348,45242.684,40858.305,41408.906,41045.715,40889.656,42427.71,39505.37,38702.453,39018.004,39685.617,37682.137,36018.613,35321.723,32503.441,0
54,39028.58,39987.027,47584.34,40075.395,38876.145,44899.562,41299.594,42709.203,37097.17,42800.52,39369.0,42170.734,39000.496,45110.93,39783.36,45879.242,35560.16,0
55,40991.6,41760.19,45740.895,43739.324,38084.1,43566.164,44139.336,44563.562,48783.48,47502.062,43259.76,42945.637,45233.848,38213.508,48023.715,39039.652,52681.08,0
56,45407.21,33864.152,32048.48,31811.613,29341.395,32229.457,30063.877,33243.75,33597.055,32120.352,34250.457,34934.555,58685.047,35546.89,34620.395,32086.988,30621.99,0
57,33438.53,30132.299,37868.844,38265.234,36079.47,39447.926,36643.027,39451.277,40600.64,34450.945,35188.875,39266.723,34282.918,34084.84,37499.24,36072.336,35942.027,0
58,41064.965,43090.457,40386.145,37298.574,34680.81,44711.15,42872.8,40710.895,42686.523,40233.402,41414.03,40449.2,35457.305,36119.87,36163.37,38564.35,37236.965,0
59,41134.85,42040.836,38710.094,35506.137,37547.477,41611.754,42294.258,47288.543,46199.543,45009.027,40434.695,44331.887,37174.47,40833.395,43234.46,41269.16,36584.496,0
60,42520.62,41262.4,38448.457,42520.273,36965.277,40201.78,40866.09,41974.883,35993.902,35406.305,31649.814,33565.367,35681.516,39157.406,37891.445,39736.004,34549.348,0
61,43268.28,41000.465,42759.45,42844.152,37561.62,43740.363,40611.035,46509.805,41158.38,38092.727,41588.945,42477.383,42403.836,46333.543,42391.76,38539.883,36408.805,0
62,27006.402,23758.586,29053.299,36957.633,36783.668,43344.746,37567.54,33212.695,30745.174,43683.11,28197.438,25663.107,28682.463,33641.27,35441.773,31157.95,28354.139,0
63,39267.47,37218.24,39006.035,34455.23,37297.25,37705.816,36008.35,42914.453,35257.3,36171.668,39568.598,37757.93,41237.203,32680.094,36354.195,35759.914,31452.432,0
64,37070.01,34949.3,35115.82,37795.64,37649.16,40615.79,31517.121,37355.2,36307.7,39661.668,33717.527,33194.766,39432.785,36952.797,39179.77,32197.945,31807.604,0
65,27750.586,29303.008,26793.623,26037.691,26704.262,27055.332,25913.723,26982.545,35934.695,37733.48,34695.492,33575.016,35339.496,41145.074,36747.707,33739.55,32149.713,0
66,28998.143,36453.656,57324.664,40002.082,38567.305,37775.87,54508.01,35856.414,35166.93,42066.383,42308.11,33248.156,38621.21,37263.59,42643.78,50008.12,36412.582,0
67,41784.594,42319.836,40766.465,37066.496,40055.78,44944.62,38175.848,34291.8,34292.027,35711.395,35211.914,32793.96,40826.266,38866.277,35251.44,36865.023,36377.945,0
68,42988.09,43600.97,44638.266,42693.01,40084.34,42498.64,38868.098,41789.305,40860.4,43837.195,41706.047,49912.51,50621.395,44583.05,41132.582,49812.348,44476.098,0
69,38259.68,36323.45,40355.68,43006.273,37921.918,42967.555,37919.406,39901.797,42109.586,45633.547,41478.45,43457.746,45147.695,40397.496,36465.324,44854.57,41979.246,0
70,42255.68,45524.707,48699.16,40589.07,39788.082,47923.24,41519.21,42674.15,45990.734,48014.492,45854.203,43304.21,37294.06,39934.66,43608.863,39733.86,39965.703,0
71,38555.99,39096.484,34528.035,37932.348,36768.5,37698.52,42681.63,39172.285,34204.734,35971.203,42171.094,37909.555,46094.83,38213.8,39201.367,36055.277,35943.258,0
72,40197.402,42544.62,39227.414,37583.184,35267.707,43132.344,47900.863,39551.367,41256.15,36727.047,41218.996,40616.06,42305.41,43546.004,38863.406,41973.727,42606.062,0
73,33723.395,35404.516,33377.12,27328.01,31840.59,45347.32,35855.555,38660.63,41063.613,31143.44,36522.67,39507.105,30963.629,32835.105,34250.887,34309.887,35994.516,0
74,35782.98,36145.777,36838.28,36098.816,34637.816,36172.82,32556.895,35654.656,36542.246,37151.094,32734.176,33503.99,36174.824,36735.45,33349.785,31804.643,31508.654,0
75,42849.69,42489.535,39138.08,47026.324,42397.09,40179.508,37444.42,39870.77,44088.36,38842.137,39730.574,43212.008,40119.996,41345.5,37677.418,38669.39,37962.527,0
76,36724.22,37191.875,36186.152,35811.812,31487.172,38524.34,31838.275,32259.541,35854.836,31320.766,33756.44,36160.18,33478.938,32730.979,34046.035,37294.562,33962.613,0
77,41740.582,41124.605,35501.375,34355.418,30361.564,34375.184,35168.234,33305.324,33659.99,35503.582,36934.51,35492.4,33537.895,35987.2,34436.47,32588.648,30991.686,0
78,40145.562,46917.71,39038.84,40191.152,41915.01,44874.277,39494.2,41743.95,38253.984,38450.668,35640.38,29664.838,31561.71,40873.49,45177.867,43244.996,38126.086,0
79,40051.15,38129.438,36254.516,35089.91,39012.395,42242.184,37396.684,35432.64,41166.355,39911.613,42394.016,39808.824,44375.88,40312.297,39546.555,41087.547,37604.45,0
80,35658.703,40119.75,41407.2,37902.973,36639.508,36365.734,38751.355,38131.074,37671.68,38033.773,36559.176,37767.87,38369.92,39393.746,38635.93,35940.28,40067.3,0
81,40055.625,39763.52,39814.926,43995.875,49929.85,47023.492,33625.49,36136.184,37797.586,35955.754,38331.688,38923.562,39815.844,37121.125,37359.848,39888.35,44788.137,0
82,39306.625,37219.152,39929.605,36593.453,34715.812,35089.133,36043.816,38179.38,37944.08,32867.414,31831.062,36759.965,37647.223,36812.645,40336.6,44642.64,40153.707,0
83,42483.883,39800.836,38283.63,43277.87,40728.176,44694.406,43921.67,43125.68,37288.465,41310.703,35780.305,35300.75,38644.043,42652.926,43342.156,40973.42,38960.477,0
84,36145.953,37316.805,34674.64,39829.723,45284.09,32177.246,34408.652,30231.14,32096.121,30184.246,25736.361,36052.79,36101.203,37048.027,40081.88,39723.63,39917.867,0
85,49442.9,57408.87,48742.16,48876.63,51242.21,56934.074,60167.49,41218.16,40587.7,57796.38,52022.137,46640.277,40808.324,43455.457,44024.297,45134.33,55928.83,0
86,36601.7,40411.426,35626.246,40976.812,41484.633,38283.324,30215.498,32946.637,45967.895,40630.027,32809.79,32173.39,28142.314,36124.727,30405.285,27364.523,33409.33,0
87,33276.145,28905.67,31938.984,42592.145,38028.96,34898.742,29795.38,30037.889,36588.31,35811.617,32977.066,26928.875,35437.49,40117.48,33546.574,35477.39,35612.7,0
88,0.0,0.0,0.0,0.0,0.0,53336.188,15126.136,13555.289,11518.042,0.0,0.0,37185.984,37764.805,37036.465,34948.11,40640.8,43663.53,0
89,37011.03,33897.055,38702.1,36701.883,33039.727,42966.094,34004.08,44419.34,36288.008,34707.4,31409.736,28157.158,44147.562,40510.035,36076.31,37304.75,30768.021,0
90,35905.67,36455.52,35816.098,32388.646,33719.543,39291.332,35729.57,37702.164,35280.426,39760.12,41730.35,36123.83,37833.16,35395.25,37603.188,39932.855,33716.414,0
91,32601.814,29389.486,30816.113,39141.867,52356.35,33739.426,29153.932,29838.125,37028.434,36046.875,48117.887,36338.895,32878.977,38745.258,35492.406,27866.104,43207.207,0
92,36751.59,34670.77,32460.42,32799.1,29008.787,34747.18,31861.371,35054.453,39920.21,38632.004,37056.93,33503.844,33544.367,37449.96,32924.22,32544.33,32414.79,0
93,41410.707,41824.18,41614.453,38178.73,38051.066,44256.78,40471.12,36872.223,44765.33,41657.477,39083.973,40470.176,41849.496,42317.926,44377.0,41786.812,41138.234,0
94,37475.24,36005.516,37726.098,40913.24,39083.695,40616.92,39411.887,42191.67,37425.145,40180.14,37084.043,41265.64,37954.793,41048.445,35909.89,38176.72,41989.047,0
95,40078.395,47014.05,45403.945,42389.906,44271.195,50887.49,36945.17,42768.387,44037.168,45828.812,40827.156,42465.297,38253.406,44605.066,40969.27,38272.223,40038.34,0
96,38367.914,39789.42,39015.59,34441.4,28637.996,39698.117,38407.99,35501.484,36146.88,43326.816,38306.355,41925.52,43658.555,31474.607,34429.9,39996.62,40998.83,0
97,33723.395,35404.516,33377.12,27328.01,31840.59,45347.32,35855.555,38660.63,41063.613,31143.44,36522.67,39507.105,30963.629,32835.105,34250.887,34309.887,35994.516,0
98,39788.695,43740.574,37831.008,45417.836,50603.01,50714.6,38056.73,37358.27,40228.59,36857.6,38572.12,39862.496,37764.17,37455.043,37542.523,36464.184,38603.67,0
99,35104.426,44230.914,42093.45,42509.31,42516.78,44776.113,45037.22,35934.957,35082.523,35996.016,38006.723,37217.945,34657.504,36325.375,34419.125,31914.287,35757.438,0
100,22496.426,14316.12,12358.783,5569.5566,23627.502,26137.729,43153.97,51716.83,33498.543,22305.191,43987.465,69461.08,52432.434,13836.891,25016.715,27410.28,41049.0,0
101,38129.91,40946.74,37943.125,35052.543,32370.324,35578.523,33637.74,35913.4,35420.047,35171.832,35829.266,35138.07,35682.55,33854.4,40702.875,38318.703,33290.473,0
102,28761.889,30108.014,29251.484,27973.041,29652.148,27372.98,48216.516,19268.922,27506.861,29004.045,42465.914,26192.264,33242.91,31923.129,30492.297,41085.062,19353.352,0
103,29196.326,27404.133,38374.473,30873.652,32566.287,32379.4,29893.611,37471.344,37302.086,37190.43,35657.863,38869.473,37637.223,34652.305,33316.85,37927.785,32183.863,0
104,42131.09,41218.39,40406.227,39491.934,34403.03,36977.11,35150.664,38958.195,41724.61,40438.797,42336.426,41102.598,43687.723,40501.145,37148.04,40799.31,43506.156,0
105,37040.113,37474.867,36999.03,37471.855,32819.277,36115.434,34943.94,34447.76,39239.3,43418.695,36871.445,31940.135,30135.111,28938.922,34021.246,31152.64,36491.414,0
106,34632.4,37114.746,35494.59,41712.46,41738.848,42820.414,34737.402,33933.426,40425.844,37467.008,35786.508,40231.94,31861.494,35478.21,38349.164,34207.2,32703.184,0
107,43165.004,37840.54,35477.46,45327.96,40898.297,45023.37,41138.637,42679.133,42742.676,43563.633,42260.656,42484.957,45276.2,44430.953,43398.234,40857.992,44369.78,0
108,35579.688,38666.516,38473.75,43117.223,37944.426,45047.5,39894.93,35378.637,33745.305,37714.387,34445.934,34213.46,41243.42,45277.207,38863.09,37139.816,38170.65,0
109,40487.39,37167.246,41079.098,40074.883,34769.2,35236.41,34638.375,35686.32,38953.88,44596.887,33662.695,40200.43,38052.58,43687.516,40633.0,36861.43,35682.78,0
110,35052.64,36984.613,37614.402,43285.02,40664.715,45354.832,37894.484,39275.71,38269.08,40989.94,39475.316,39773.05,40160.01,37992.902,37702.098,37833.117,38378.605,0
111,44509.14,44060.2,50162.32,42029.652,46674.22,48305.117,44974.777,43237.316,49918.47,47762.246,45266.49,45517.83,43292.49,52110.812,48027.64,47721.797,49352.395,0
112,44819.35,42164.46,42214.234,39469.043,42908.58,46779.24,42281.797,42609.78,46227.152,49934.9,47311.793,43668.336,46348.41,45086.04,51488.105,48265.984,47344.195,0
113,33462.652,34507.844,34056.688,33902.37,37527.176,52621.477,41491.31,37178.105,40047.996,39578.14,37240.71,36417.93,35575.742,31964.48,34267.45,34719.223,34631.473,0
114,38793.453,38290.043,37076.918,34705.266,37431.01,40038.758,34429.516,31796.986,30336.324,36487.76,34070.64,36125.734,32662.092,36128.555,34140.785,32509.66,33147.293,0
115,40784.715,35460.426,33812.184,38610.07,39456.305,42584.45,40615.08,39887.7,43542.992,38147.43,37483.527,36430.125,38838.957,38836.754,41198.383,41407.51,37029.473,0
116,38781.465,32564.46,30301.059,32868.79,30707.8,42886.555,39170.715,34962.74,34605.594,35607.445,36386.605,36869.777,34030.086,34403.375,38260.24,48867.73,43929.85,0
117,35719.535,37410.324,37267.56,35094.746,32357.69,35799.668,35286.348,33162.074,31816.926,32355.326,35855.324,34160.56,35916.355,29923.703,31042.316,33829.992,33970.57,0
118,33062.223,39103.008,42389.48,38771.668,31828.236,37574.895,36325.242,39745.992,36382.98,40194.688,41486.277,34737.066,39513.49,36266.277,37170.016,38649.875,40636.234,0
119,40747.06,37566.848,41895.93,45219.74,45748.523,43066.727,41284.555,44952.438,38959.79,37870.426,43882.297,46415.086,39546.195,41239.934,42353.49,41389.863,40138.94,0
120,32182.893,30656.688,34940.008,33713.15,32263.916,36116.766,34858.395,34377.508,42237.234,36465.16,38315.652,33224.89,29804.889,29940.54,32793.31,30059.871,33027.62,0
121,17535.145,16871.52,17318.555,17633.0,18751.275,20807.516,17958.87,21144.613,15242.884,15063.918,18408.596,20973.143,19229.828,19429.842,20458.385,14907.484,17101.977,0
122,38981.305,41427.242,41386.71,45201.83,42765.17,44558.863,40764.6,44589.625,41934.91,40004.47,40378.88,39052.492,33252.777,35379.805,45371.027,39717.41,36599.832,0
123,31633.29,29408.742,28871.965,29928.523,33650.46,37048.363,30947.945,33540.93,36838.695,35626.637,32590.76,33423.54,37319.69,37590.32,31295.646,34182.242,34421.824,0
124,41816.684,37310.258,34204.02,36816.18,33548.965,32925.453,32929.188,33844.45,27082.059,32583.016,35494.3,37961.82,40282.59,35111.36,35909.098,39198.566,40230.07,0
125,37572.64,32345.082,36260.38,39258.344,37264.367,45344.203,40955.19,45130.277,36233.836,26291.102,27720.234,38216.137,37239.39,31364.998,36283.18,23325.059,24351.541,0
126,38710.52,42825.965,45707.1,44456.52,38845.234,39613.434,36653.258,38737.82,41380.418,40113.41,41277.426,39914.15,44529.434,40501.992,41494.54,44989.152,43502.684,1
127,39349.11,40231.56,35606.72,36233.094,37215.555,40513.03,37814.027,40022.914,39813.375,42389.87,39332.855,41302.02,39171.91,41498.613,46476.613,40573.28,41070.168,1
128,39174.836,34082.223,30108.156,29550.738,33827.258,34932.953,42393.812,39326.273,36328.137,36105.312,34571.16,39885.29,40288.793,43634.066,34162.293,32085.1,42394.44,1
129,37656.945,37905.395,39753.92,50095.86,38094.28,35944.51,31979.059,41314.76,27177.865,30786.965,32566.262,29721.277,29663.8,29707.8,31061.861,41154.426,48473.543,1
130,41093.562,43453.312,44233.12,46276.355,44835.35,44813.004,51459.82,60459.086,47953.164,50621.62,49802.777,44102.78,33032.438,34989.07,37736.152,43895.984,31983.947,1
131,38799.633,35630.535,31773.336,31114.951,32611.52,37324.47,32430.105,38905.473,53633.293,46254.03,46131.516,40775.973,40960.633,39832.195,41257.824,44766.76,41533.76,1
132,60174.434,43189.52,38562.89,42935.848,46259.51,55884.758,41492.51,37462.223,36872.625,56096.46,35069.01,37209.49,36095.035,35389.734,37556.344,38150.465,38933.92,1
133,38930.58,46121.48,39689.18,37565.34,35133.09,39975.812,52050.18,55314.258,51611.84,32766.33,35093.55,37052.094,41647.33,40602.06,46520.89,52933.156,41642.22,1
134,44313.4,63358.633,67756.49,65269.254,69479.08,47139.887,45514.04,56452.547,41441.516,36510.273,38310.332,62161.883,63642.12,61471.188,34656.633,34469.086,40358.703,1
135,39069.99,41922.09,39025.797,33779.258,38195.992,28586.887,40651.914,35060.71,39433.9,34860.76,29336.428,30696.703,29494.91,25437.982,24958.3,55436.375,65446.504,1
136,34779.473,36562.344,24954.979,30020.127,25932.742,20510.096,31343.523,35301.324,21891.973,24113.852,34625.953,29468.53,40700.887,39620.39,33971.85,33579.86,38714.676,1
137,41418.164,35246.043,35729.49,32961.3,36089.74,35061.477,34524.934,39261.9,38077.715,36820.562,39910.945,50383.625,42369.34,33065.336,33192.516,39929.91,44414.195,1
138,51357.42,45596.25,49930.668,47693.254,63514.81,45300.414,44313.273,33926.48,38560.848,35997.82,40293.77,54540.496,57709.67,49620.63,44011.117,35024.266,32044.309,1
139,34532.426,30952.732,33702.367,33179.426,40694.934,34087.51,35445.227,33989.89,31687.66,38741.18,41158.062,38461.633,40857.44,31843.57,37496.89,36021.66,37828.027,1
140,34962.562,39797.223,43264.023,43870.83,40568.223,47731.69,39367.445,40116.78,36932.85,35522.332,42066.105,41623.586,50071.883,40357.777,37436.566,36916.492,38695.33,1
141,44514.348,47189.164,36690.688,41987.992,46439.145,35895.863,26540.855,36924.152,39035.49,36001.04,38984.16,39597.05,59832.234,47977.164,48887.875,44549.7,37006.035,1
142,38836.73,37298.027,40996.027,31450.521,25675.137,29714.639,26420.34,26675.209,45352.324,49037.965,50479.47,30233.705,31213.4,31000.012,29850.318,36462.305,43180.55,1
143,55916.625,44977.277,42747.22,46140.324,41412.75,44023.887,47088.17,51141.598,83287.11,47721.188,41908.434,57842.805,70695.44,44223.58,40411.496,52498.848,38546.906,1
144,37878.734,40573.984,29765.4,27669.488,37852.766,39114.918,41284.316,38920.637,31135.643,28956.01,30135.664,33531.797,38403.67,39429.508,40997.957,26233.988,36815.58,1
145,24161.326,32381.377,36780.88,43825.773,44364.36,36099.703,36824.434,40751.957,26189.867,18001.111,13108.508,31302.422,37847.21,41992.883,37874.016,39164.676,38135.676,1
146,36554.848,32649.832,36580.883,41854.312,44788.113,47929.047,39970.887,42003.016,42844.74,41780.047,42614.742,39983.39,41538.184,42556.902,43361.66,39824.316,37200.54,1
147,41699.414,47781.855,32413.281,45552.86,26112.516,35813.742,55709.684,33995.06,51527.41,73078.05,20639.44,36006.54,43629.85,25981.93,16294.141,14911.769,16603.63,1
148,46861.54,44683.855,39661.32,47362.0,41683.72,37250.074,44070.57,39580.586,39528.793,39856.14,38727.043,39865.188,38682.938,37197.34,43498.71,35942.367,37509.58,1
149,31677.797,39559.8,40351.504,34344.29,29682.057,31681.549,31228.22,30758.455,30876.176,32195.248,35449.734,39372.656,40177.402,34860.754,31456.248,36068.258,36615.707,1
150,36909.566,34461.93,32657.72,34799.246,38804.055,35386.273,36995.34,39235.918,37008.69,37887.848,34054.37,30652.713,33079.27,33660.76,32344.451,34356.316,30605.541,1
151,44651.23,56771.02,41356.223,38499.47,42668.918,47496.742,50540.066,54808.312,47849.992,46342.863,49213.535,37779.45,43072.176,48431.453,54668.72,53141.87,56914.637,1
152,40434.87,37570.367,38504.336,39968.26,43343.812,38405.914,41912.83,42399.305,39066.707,36987.406,37106.715,39637.344,37159.953,36336.203,39434.805,36421.33,34190.645,1
153,40009.2,40304.58,35098.406,35619.613,37175.35,38596.78,38245.6,41658.254,38950.234,39686.8,35280.387,38884.63,34335.01,36079.33,38511.367,46912.285,41935.273,1
154,41805.633,52529.613,47351.156,44639.945,35304.355,41545.805,39620.293,39129.32,44675.484,33021.64,32907.85,38308.86,40175.664,35949.156,34536.746,36054.46,45936.914,1
155,42788.383,38588.984,45828.36,41806.316,43398.387,51700.4,45567.645,49710.062,58924.44,54155.02,41274.895,47469.668,32182.516,33356.99,55109.875,54703.605,52237.477,1
