,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Class
232,4,6,8,5,5,6,5,2,1,1,2,1,2,1,1,1,2,1,1
233,56,57,27,11,22,23,4,2,2,2,2,4,4,2,11,24,7,4,1
234,1,1,1,3,1,1,6,2,4,4,4,5,3,2,5,4,7,6,1
235,10,2,2,1,5,4,7,14,20,22,17,23,17,23,26,30,22,7,1
236,18,37,22,16,35,4,2,2,15,16,1,1,6,2,2,4,7,4,1
237,1,3,4,8,17,6,5,7,7,5,2,1,1,1,1,2,7,3,1
238,14,25,33,52,25,10,43,32,37,27,25,25,16,24,18,23,16,2,1
239,39,30,21,31,74,8,64,26,22,49,61,50,51,54,56,69,42,61,1
240,18,28,35,23,21,35,23,43,33,27,18,19,16,22,25,21,21,21,1
241,59,32,32,43,52,63,68,48,49,34,39,44,37,44,32,29,48,56,1
242,39,26,2,11,11,1,1,1,1,1,1,9,41,27,1,4,3,6,1
243,43,62,54,64,35,55,67,21,44,65,35,35,40,37,46,57,41,59,1
244,7,2,4,12,6,1,4,9,8,12,6,3,16,8,11,9,1,1,1
245,26,71,22,6,7,16,48,20,17,11,37,70,16,10,6,14,60,65,1
246,17,22,20,21,34,28,7,8,21,21,18,22,23,14,20,28,26,27,1
247,25,8,22,29,17,1,1,14,9,1,1,1,40,45,41,46,34,3,1
248,1,2,4,5,2,7,7,19,7,3,3,9,8,2,1,1,2,1,1
249,3,1,5,12,18,4,4,13,24,34,24,19,22,36,37,30,29,26,1
250,1,0,0,0,11,10,5,5,7,21,17,6,30,31,3,31,36,6,1
251,5,4,6,2,9,11,48,54,9,15,54,47,23,19,32,42,42,5,1
252,2,3,3,6,5,3,3,1,3,9,3,4,6,3,5,6,6,12,1
253,2,4,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1
254,1,1,1,2,1,1,1,1,8,4,1,1,1,3,10,7,4,1,1
255,4,1,1,1,4,2,2,2,2,1,1,1,4,3,5,4,2,4,1
256,21,14,2,1,1,3,17,29,22,8,7,6,7,11,3,28,16,18,1
257,25,25,36,28,20,37,51,33,38,20,19,29,34,49,44,34,25,26,1
