,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Class
150,3928275,3878295,3767370,3732690,3784965,4084080,4295985,3748755,3458820,3386400,3318570,3126555,2963355,2931735,2813415,2726715,2947035,3817350,1
151,4009365,4090200,4031295,3977235,4057050,4107285,3736005,3677355,3792105,3836220,3822705,3753600,3790320,3816330,3692655,3609525,3786495,3826785,1
152,3885945,2988855,3144405,2967435,3182145,5458785,3045210,2279190,2581365,4282725,3291030,2890170,3452700,3181635,3384615,3741360,2661180,3148230,1
153,3285675,3025320,2751195,2742780,2671125,3203055,3585045,3031695,2689995,2348040,2036940,2072640,2299335,2402355,2850135,2085645,2032350,3138540,1
154,2341665,2245530,2239665,1854870,1800045,4045830,3870135,3624315,2756040,2411535,2990640,3273945,3221670,3249210,3293580,3551130,2298315,2459985,1
155,776475,736695,2209320,3615900,3741105,3786240,3537105,3547815,3678120,3779355,3801285,3833670,3765840,3785730,3717135,3656445,3783690,3868350,1
156,4743510,4968165,5334345,4992645,5136465,6233220,5828790,5729340,5881575,5951700,5942265,5869845,5683185,5535285,5759430,5848170,5482755,5518455,1
157,4998510,4509165,4296750,4241160,4227645,4757535,5056905,4413030,4360245,4460970,4403340,4040985,4158540,4517835,4289865,4512990,4471935,4637685,1
158,4764675,4772325,4727700,4388295,4352085,4810320,4427820,4388295,4313580,4427310,4854180,4916910,4779975,4373760,4455615,4530840,3975960,3957600,1
159,1123275,2727735,4331175,4343160,4102950,3848970,3272670,1468800,1398675,2754510,1266330,245055,568650,3087030,2348805,2175660,2731560,3552405,1
160,1439475,1396635,1287495,1661325,3299445,3371865,2574990,2108085,1657500,1352520,1185495,1459875,1400715,1176060,1275000,727260,754290,3943065,1
161,1650105,1575135,1192380,1263015,1615425,1917600,2498745,2136645,2110635,2039490,2050455,2009655,1745730,1809990,1962225,1891335,1929075,2216460,1
162,1450950,976140,107610,99195,1565190,2083605,809370,629085,1429275,1312995,926925,788205,950640,775455,933300,483225,170340,1118175,1
163,3555720,3738045,3514665,3539145,3911190,3826530,3710505,3558780,3410115,3543225,3588870,3397365,3710250,3599325,3430260,3634515,3524610,3622785,1
164,4314855,4225860,4074645,3959640,3804090,4068780,4865145,3979275,3345345,3169395,3072240,3077850,2967180,2965650,3128340,3227535,3320865,3747480,1
165,4097340,3998145,3993810,2851410,2631345,3675570,1274235,693600,1102365,2919750,1975995,1498380,1691415,1489965,1714875,2807040,2101200,2468400,1
166,5667120,5447820,393465,392190,1455285,1359150,3427200,5440425,5680380,5803800,4181235,4198065,5582205,5511825,5331795,5118870,3414960,3500640,1
167,813960,459255,524025,863430,308040,551565,771630,439110,495465,429675,363885,464865,518670,784380,581145,590325,612765,1502460,1
168,1780665,1553460,1917855,3616920,2919495,3252780,1626645,1446105,2045100,1382610,1155405,1629960,4531095,2309790,1494045,1447380,1521075,4168740,1
169,4497180,4251360,3686025,3750285,3944340,4051950,3725295,3614625,3707445,3756405,4109070,3978000,3999420,4164660,3831885,4070565,4365090,4464285,1
170,0,0,0,0,0,0,1401225,941460,1223490,920550,750465,1029180,936360,653055,594405,757350,145860,155805,1
171,2246805,2075445,2135115,2300610,2019345,2660925,2421990,1936725,2311575,2917455,4576230,3627375,2769810,2250120,2253435,2947035,3848460,5025795,1
172,4808535,5268810,4846275,3545520,3450405,4710870,2067285,1960695,2670105,2764200,4138140,3109215,1516995,1691415,2295510,977925,1087830,4019055,1
173,3336930,3306075,3405780,3229065,3191580,4055520,3875490,3465960,3503700,3150525,2883795,2399805,1936470,1770210,2236605,2594370,2266950,2842230,1
174,4725915,4924560,5100255,4943685,4751925,4973010,4356930,4043790,4356420,4680015,4580055,4617285,4459185,4128705,3910425,3537360,3463410,4211835,1
175,938400,945030,4950825,4432665,3647775,3790575,2733855,1752870,2666280,3577650,3247425,3030165,1168665,969255,2688210,2790465,2162910,2798880,1
176,5118360,5002845,4712400,4629270,4710360,5142840,5088270,4727190,4432665,4397475,4574955,4446945,4410225,4707045,4597140,4786860,4924560,5081130,1
177,4957965,4881210,4878405,5057925,5224185,5480205,5138505,4835565,4900080,4728465,4627230,4773855,4796550,4941645,5109180,4931445,4899315,5277225,1
178,4536450,4517325,4419405,4426545,4397730,4471680,4269720,4242180,4452300,4338570,4075665,3881610,4148595,4257225,4128450,4040985,4003245,4301085,1
179,2525010,3012825,3459585,4119780,4311795,4532115,4447200,4292670,4200615,4115190,4143750,4271760,4190670,4026450,3890025,3984120,4001205,4152165,1
180,3842340,4197810,4091985,4162365,4270230,4146555,3993300,3877785,3831630,3619980,3702600,3810210,3986160,4255950,4036905,4177155,3947145,3879315,1
181,3695715,3696480,3480495,3547560,3569745,3897420,3904050,3788280,4274565,4834290,4231980,4167975,4131000,4178175,4320210,4498200,4571385,4647375,1
182,5075265,4979385,4836075,5176755,5121930,4952100,4673640,4187355,4147065,4341630,4289100,4183020,4039200,3956325,4015485,3953265,3914505,3948930,1
183,2342685,1593750,1707990,2969475,3760485,3806130,3906600,3848460,4363050,3661290,3442500,3737790,3910425,3774765,3714330,3687300,3337950,3600345,1
184,314415,555135,693090,322575,272085,575535,578340,394995,569160,459255,389640,247350,320025,625515,510255,330480,360570,982005,1
185,3656700,3453975,3351465,3388695,3192855,3516450,3291285,3029655,3157410,3239775,3011550,2705040,2749155,2774655,2963355,3133950,2883540,3150015,1
186,5506470,5462100,5204295,4978110,5004885,5010495,4006305,3633495,3921390,3921135,3606720,3427710,3258135,2720850,2372775,2177445,1612875,2421990,1
187,4147320,4127940,4048635,3502170,2950605,2878440,2608395,2657100,2850645,2794800,2885835,2976870,2909040,3232125,3226515,3304290,3188775,3126555,1
188,4434705,3944850,3862485,3855090,3526140,3891555,3800010,3264510,3452190,3464685,3319335,3703620,3902520,3343815,3519000,3831885,3694950,4201380,1
189,3838770,3841575,3418275,3023790,3138540,3736005,3326220,2937855,2893485,2794035,2576520,2214675,2288370,2431170,2375325,2234310,2130015,2814945,1
190,2146590,1898475,2022660,1726095,1351755,1770720,1908165,1360425,1241340,1283925,1121490,1075845,984045,1017705,1396125,1238025,1058760,1682745,1
