,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Class
0,5718120.0,5478675.0,5391210.0,5164770.0,4852650.0,6187065.0,7384800.0,5778300.0,5141565.0,5423340.0,5446035.0,5169105.0,5174205.0,5844855.0,6988275.0,7047435.0,7063245.0,8062335.0,0
1,5853015.0,5612040.0,5258355.0,5859135.0,6254640.0,6958695.0,6909990.0,5636775.0,5258100.0,4730250.0,3699540.0,4684860.0,6695790.0,6661110.0,7633170.0,7233840.0,6284475.0,6943650.0,0
2,10576380.0,10460355.0,10468770.0,10571280.0,11231730.0,11559405.0,11442105.0,11232240.0,11440320.0,11061900.0,10972905.0,11256465.0,11135850.0,11018550.0,11057565.0,11205720.0,11454090.0,11670585.0,0
3,5829300.0,6578490.0,5869590.0,5935125.0,7064010.0,7185645.0,3776040.0,3685515.0,6548145.0,2542350.0,604605.0,259845.0,123675.0,50235.0,50235.0,50235.0,50235.0,50235.0,0
4,9631350.0,8346915.0,10157415.0,10444290.0,10208925.0,12339195.0,10299705.0,8914290.0,8976000.0,10337445.0,11244225.0,10280835.0,11050170.0,12210930.0,11846280.0,10688070.0,10856370.0,12573285.0,0
5,7766025.0,7276170.0,6482865.0,5636775.0,5539110.0,6722820.0,5840775.0,4437255.0,5382030.0,6934215.0,6832215.0,6440790.0,5473065.0,4911555.0,4952355.0,5322360.0,5080110.0,6251325.0,0
6,5700015.0,5045940.0,5299920.0,8739105.0,8373945.0,9093045.0,7918770.0,6741180.0,6721035.0,6222255.0,6314310.0,7011480.0,5512590.0,5507235.0,6048090.0,5678850.0,5724750.0,6582315.0,0
7,3655680.0,3083970.0,3698775.0,3019200.0,2683365.0,4300575.0,4351320.0,3126810.0,3320865.0,3244875.0,2470695.0,3137265.0,4501260.0,3223710.0,2882520.0,3307350.0,1967580.0,2691780.0,0
8,6817425.0,6378060.0,4737390.0,5069655.0,7059420.0,7323345.0,5671710.0,3691890.0,4091475.0,7271070.0,5362395.0,4165680.0,4813125.0,5936145.0,6186300.0,5753565.0,4778700.0,6114390.0,0
9,5789010.0,5418240.0,5440425.0,3791850.0,4409715.0,8355075.0,2212380.0,2183310.0,5352450.0,5750505.0,6443595.0,4569600.0,2996505.0,2902155.0,5816550.0,5199960.0,3070710.0,3490950.0,0
10,5334600.0,3406800.0,3332085.0,3153585.0,1735275.0,2996760.0,3204840.0,787950.0,814725.0,1312485.0,905250.0,2888640.0,4472700.0,2409240.0,2654550.0,3109980.0,1604715.0,2988345.0,0
11,1856145.0,2251650.0,1354815.0,2947290.0,2888385.0,3380280.0,3462390.0,1563150.0,640560.0,849150.0,1796220.0,968235.0,1475685.0,2048160.0,1462935.0,2580855.0,2747370.0,2971770.0,0
12,2737170.0,4110090.0,4037925.0,3056175.0,3923685.0,6257955.0,5045175.0,3010530.0,3171180.0,3222690.0,2876400.0,2262105.0,1876800.0,4044810.0,5241270.0,4485705.0,3283125.0,3788535.0,0
13,3925215.0,6788100.0,5418495.0,4457145.0,6126375.0,8398425.0,3613605.0,1989255.0,3156390.0,5183640.0,2553315.0,3347130.0,4298025.0,2864160.0,2178210.0,2949330.0,3440715.0,4581840.0,0
14,2617830.0,1398930.0,2223090.0,5616630.0,6580020.0,6743985.0,6868425.0,1975995.0,675495.0,1124550.0,5508765.0,716295.0,101490.0,345270.0,707370.0,35445.0,45900.0,1041675.0,0
15,7780305.0,7374345.0,7200945.0,7051515.0,6896220.0,7593390.0,7679835.0,6929115.0,7393725.0,7440390.0,6865620.0,6962010.0,6789885.0,6805695.0,6987255.0,6665700.0,6298755.0,7213695.0,0
16,8262255.0,8757465.0,9225645.0,8700855.0,7667850.0,7966710.0,6750870.0,5542170.0,5654370.0,5547780.0,5749230.0,6360975.0,6263310.0,7124700.0,8107725.0,6709050.0,6722820.0,8089110.0,0
17,5405745.0,1954065.0,1785765.0,4858515.0,5877750.0,8096505.0,4265640.0,1824270.0,2126190.0,3203310.0,2555610.0,3070200.0,4405635.0,2507670.0,1441515.0,1400205.0,1139595.0,2366655.0,0
18,6531060.0,3831120.0,3980040.0,11047365.0,10921395.0,11030280.0,7754295.0,6051915.0,6778155.0,8074065.0,7989405.0,8766135.0,8860230.0,9510225.0,9589530.0,8453505.0,8924490.0,10453725.0,0
19,3519765.0,3459330.0,3661290.0,3846930.0,4893195.0,6869700.0,4882740.0,3881610.0,3771450.0,3655170.0,4512225.0,4961280.0,4020840.0,4230705.0,4442100.0,4423995.0,5315220.0,6905400.0,0
20,546210.0,169575.0,100725.0,480930.0,90015.0,149175.0,2252670.0,1349715.0,1692690.0,3797460.0,2404395.0,3585810.0,2255730.0,1209465.0,1189575.0,4842705.0,4777425.0,9030570.0,0
21,1405815.0,1518525.0,1164330.0,3984375.0,1152855.0,1405050.0,9728505.0,9779505.0,4779720.0,3762525.0,1475430.0,909075.0,2353905.0,1709520.0,608430.0,1013115.0,2999565.0,4752180.0,0
22,6168705.0,7054575.0,7324875.0,6826350.0,5667120.0,6510915.0,7896585.0,6563190.0,6526980.0,5154570.0,5140035.0,7299375.0,7635720.0,6564210.0,6431610.0,5852505.0,6059565.0,8824785.0,0
23,6784020.0,4179195.0,4117995.0,6595830.0,7172385.0,10222695.0,4570875.0,1762305.0,2235840.0,6842670.0,3009000.0,3537870.0,7442430.0,6387495.0,4864635.0,3878295.0,3976470.0,7433760.0,0
24,3390480.0,3425670.0,2045865.0,2780265.0,3213510.0,4071585.0,8015415.0,5400135.0,2936325.0,2677245.0,2897820.0,1734765.0,2128740.0,3577140.0,2265675.0,2122620.0,2616810.0,3905070.0,0
25,6052680.0,5794875.0,3574845.0,3526140.0,4406145.0,11925330.0,3783435.0,2894505.0,2673675.0,3584025.0,5140800.0,4406145.0,5011260.0,4508400.0,4656555.0,5125500.0,5717865.0,11214645.0,0
26,10058985.0,9937860.0,9866460.0,9877425.0,9988605.0,10239270.0,10108200.0,9904965.0,9944745.0,9948825.0,9948570.0,10003650.0,9946530.0,9921540.0,9798885.0,9771600.0,9912615.0,10096725.0,0
27,4693275.0,6278100.0,5146155.0,4611165.0,3727845.0,5129835.0,5246880.0,3804600.0,5881830.0,7779795.0,6314820.0,3680925.0,3342795.0,4350045.0,4104225.0,4440315.0,3982080.0,5886930.0,0
28,3364215.0,6073080.0,5788245.0,3433830.0,2732580.0,5693640.0,7098690.0,5482500.0,6635610.0,8501190.0,8287245.0,4215915.0,3691890.0,5882850.0,5927475.0,5567925.0,4967655.0,6670290.0,0
29,813705.0,1301265.0,1085280.0,364140.0,917745.0,4435725.0,1050345.0,535245.0,1912245.0,1092420.0,333795.0,673455.0,845835.0,304215.0,324105.0,503880.0,442425.0,869040.0,0
30,1207425.0,905505.0,2047905.0,2862885.0,2061420.0,5047215.0,3792615.0,2409240.0,3032970.0,2514300.0,1450185.0,3196170.0,3658230.0,2837130.0,2732070.0,1707225.0,1507815.0,4544100.0,0
31,4291140.0,4114680.0,3595755.0,3489420.0,3395835.0,4270230.0,5758410.0,4790685.0,4387530.0,4312050.0,3900225.0,3809445.0,3286950.0,3477690.0,3223965.0,3087285.0,3237990.0,4280940.0,0
32,4444650.0,2796585.0,3554445.0,6032280.0,4720305.0,5819865.0,5790540.0,4465305.0,5883870.0,6531060.0,7027035.0,5415180.0,4387530.0,4119015.0,4184040.0,6495105.0,5187720.0,5899935.0,0
33,2159850.0,2290410.0,2695860.0,1332375.0,1378530.0,5970060.0,3171690.0,2032605.0,2792760.0,974865.0,890205.0,1862010.0,1064880.0,1008525.0,2002260.0,1753125.0,1545300.0,4714185.0,0
34,6428295.0,6737100.0,8585340.0,7640310.0,6554265.0,9002520.0,8105175.0,6107250.0,6558345.0,7055595.0,6265095.0,7270305.0,6069765.0,5922375.0,7013775.0,6664935.0,6684060.0,8654955.0,0
35,4650435.0,2454375.0,1444320.0,2421735.0,5995815.0,6778920.0,6006525.0,2827440.0,3257370.0,5809410.0,4188120.0,3374925.0,3117885.0,3976215.0,6043245.0,4108815.0,3422610.0,5492700.0,0
36,6851595.0,5165280.0,2500020.0,2263890.0,4986270.0,8182185.0,5898915.0,3717645.0,2160870.0,2405160.0,4968420.0,3021240.0,2730285.0,3552915.0,4881975.0,8163570.0,7887150.0,8193405.0,0
37,6677685.0,5684970.0,6530805.0,7695645.0,6672840.0,7631895.0,6959460.0,5876985.0,6614700.0,7011735.0,6306660.0,6703185.0,6535650.0,5839500.0,6579765.0,6538200.0,5913450.0,7042590.0,0
38,4391100.0,3539910.0,3344325.0,4326075.0,4735860.0,6119490.0,4441080.0,3560820.0,4172820.0,4471935.0,5002080.0,4484940.0,2662200.0,2732070.0,2832030.0,2765475.0,4377330.0,6197775.0,0
39,6028455.0,5763255.0,5677320.0,5611530.0,5886165.0,6733020.0,7434270.0,5976690.0,5864235.0,6973995.0,8109765.0,7034940.0,6154680.0,7068600.0,8039130.0,6927330.0,5958330.0,6815385.0,0
40,2325345.0,2307495.0,2185605.0,1942080.0,1885470.0,3252015.0,4197045.0,2682855.0,3130635.0,3026085.0,2481150.0,2137920.0,2143020.0,3025320.0,2756040.0,2197590.0,1818660.0,3077595.0,0
41,5486580.0,4931700.0,5380500.0,5348625.0,4030530.0,4998510.0,7349865.0,4247025.0,3871920.0,4816695.0,4748865.0,4824345.0,5547780.0,3587595.0,3618960.0,3893595.0,3024045.0,4048380.0,0
