,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,Class
124,47,19,25,77,61,57,31,12,16,13,22,72,29,16,15,9,5,16,53,78,27,13,21,42,12,1,0,3,0
125,78,27,20,19,17,44,44,42,42,21,42,14,11,60,67,36,33,66,32,12,7,10,25,22,10,6,7,32,0
126,1,2,1,1,8,8,8,8,13,12,1,6,9,17,8,4,12,8,6,10,14,9,2,3,3,11,32,9,0
127,16,18,19,18,11,8,21,12,12,19,17,12,11,15,8,5,3,3,8,4,5,9,5,3,67,68,11,15,0
128,42,29,31,33,54,38,52,49,64,39,56,49,39,35,39,37,35,34,33,29,32,40,44,40,31,30,33,26,0
129,24,14,19,21,53,53,57,21,13,24,42,44,23,18,33,45,19,11,14,18,30,28,29,43,34,21,15,34,0
130,51,30,23,25,36,50,44,53,37,41,43,37,28,34,38,36,31,31,26,41,38,48,33,51,34,29,33,40,0
131,87,69,94,94,82,68,82,64,60,66,65,46,94,84,75,79,88,59,82,82,78,73,64,89,50,66,61,62,0
132,40,54,13,8,29,56,46,49,22,11,24,51,21,33,32,17,14,12,13,11,14,13,38,50,13,6,4,4,0
133,54,18,14,14,56,62,63,50,39,39,76,16,51,36,58,31,21,26,39,22,24,20,40,54,37,13,23,27,0
134,54,38,19,25,50,52,53,48,38,44,45,47,55,52,52,41,41,38,41,35,46,57,27,55,54,62,59,60,0
135,73,36,25,39,40,48,24,72,60,53,25,50,46,60,46,57,51,39,35,25,36,35,42,61,19,23,23,25,0
136,27,14,12,18,54,67,59,48,44,37,64,58,49,39,46,47,40,35,33,30,32,31,63,68,30,34,30,22,0
137,13,20,17,17,25,13,5,65,41,6,10,4,79,34,19,41,47,67,84,60,67,47,53,15,74,40,12,18,0
138,0,0,7,3,57,50,39,29,45,42,38,17,8,2,5,3,5,8,16,16,8,13,13,40,43,41,17,23,0
139,47,33,24,21,25,48,55,47,67,62,35,60,41,55,52,65,70,61,58,34,34,48,54,50,52,65,51,51,0
140,30,5,2,5,51,81,79,38,18,19,67,40,10,47,54,12,1,2,33,9,4,3,3,52,13,13,0,1,0
141,42,29,54,33,26,38,37,49,45,40,43,41,31,36,33,33,44,40,35,27,30,29,35,30,28,23,33,30,0
142,31,19,40,34,28,25,19,15,23,27,28,17,10,13,18,29,20,10,11,12,15,19,29,30,15,17,45,18,0
143,36,17,6,8,35,41,42,44,40,51,67,46,34,47,50,47,30,24,20,17,21,27,31,44,21,23,18,20,0
144,38,12,6,8,41,81,68,34,25,29,56,56,22,31,66,28,13,26,41,15,18,11,17,26,10,9,12,8,0
145,23,21,16,8,15,37,29,23,15,16,37,27,16,16,13,15,17,14,14,18,17,21,23,28,14,17,15,16,0
146,40,29,21,26,42,55,54,34,31,35,40,46,34,27,33,26,31,29,25,23,23,29,47,30,26,29,33,25,0
147,19,14,9,8,19,16,26,29,22,12,59,87,65,54,18,10,34,68,23,18,9,7,60,20,19,53,5,6,0
148,33,10,8,11,35,27,36,21,12,9,23,24,12,19,46,18,10,8,8,10,8,15,37,37,23,21,28,35,0
